index,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,year
21657,1998-06-19,Spain,Paraguay,0.0,0.0,FIFA World Cup,Saint-Étienne,France,True,1998
21658,1998-06-20,Belgium,Mexico,2.0,2.0,FIFA World Cup,Bordeaux,France,True,1998
21659,1998-06-20,Japan,Croatia,0.0,1.0,FIFA World Cup,Nantes,France,True,1998
21660,1998-06-20,Netherlands,South Korea,5.0,0.0,FIFA World Cup,Marseille,France,True,1998
21661,1998-06-21,Argentina,Jamaica,5.0,0.0,FIFA World Cup,Paris,France,True,1998
21662,1998-06-21,Germany,Serbia,2.0,2.0,FIFA World Cup,Lens,France,True,1998
21663,1998-06-21,United States,Iran,1.0,2.0,FIFA World Cup,Lyon,France,True,1998
21664,1998-06-22,Colombia,Tunisia,1.0,0.0,FIFA World Cup,Montpellier,France,True,1998
21666,1998-06-22,Romania,England,2.0,1.0,FIFA World Cup,Toulouse,France,True,1998
21667,1998-06-23,Brazil,Norway,1.0,2.0,FIFA World Cup,Marseille,France,True,1998
21668,1998-06-23,Chile,Cameroon,1.0,1.0,FIFA World Cup,Nantes,France,True,1998
21669,1998-06-23,Italy,Austria,2.0,1.0,FIFA World Cup,Saint-Denis,France,True,1998
21670,1998-06-23,Scotland,Morocco,0.0,3.0,FIFA World Cup,Saint-Étienne,France,True,1998
21672,1998-06-24,France,Denmark,2.0,1.0,FIFA World Cup,Lyon,France,False,1998
21673,1998-06-24,Nigeria,Paraguay,1.0,3.0,FIFA World Cup,Toulouse,France,True,1998
21674,1998-06-24,South Africa,Saudi Arabia,2.0,2.0,FIFA World Cup,Bordeaux,France,True,1998
21675,1998-06-24,Spain,Bulgaria,6.0,1.0,FIFA World Cup,Lens,France,True,1998
21676,1998-06-25,Belgium,South Korea,1.0,1.0,FIFA World Cup,Paris,France,True,1998
21678,1998-06-25,Germany,Iran,2.0,0.0,FIFA World Cup,Montpellier,France,True,1998
21679,1998-06-25,Netherlands,Mexico,2.0,2.0,FIFA World Cup,Saint-Étienne,France,True,1998
21680,1998-06-25,United States,Serbia,0.0,1.0,FIFA World Cup,Nantes,France,True,1998
21681,1998-06-26,Argentina,Croatia,1.0,0.0,FIFA World Cup,Bordeaux,France,True,1998
21683,1998-06-26,Colombia,England,0.0,2.0,FIFA World Cup,Lens,France,True,1998
21684,1998-06-26,Japan,Jamaica,1.0,2.0,FIFA World Cup,Lyon,France,True,1998
21686,1998-06-26,Romania,Tunisia,1.0,1.0,FIFA World Cup,Saint-Denis,France,True,1998
21687,1998-06-27,Brazil,Chile,4.0,1.0,FIFA World Cup,Paris,France,True,1998
21688,1998-06-27,Italy,Norway,1.0,0.0,FIFA World Cup,Marseille,France,True,1998
21691,1998-06-28,France,Paraguay,1.0,0.0,FIFA World Cup,Lens,France,False,1998
21692,1998-06-28,Nigeria,Denmark,1.0,4.0,FIFA World Cup,Saint-Denis,France,True,1998
21693,1998-06-29,Germany,Mexico,2.0,1.0,FIFA World Cup,Montpellier,France,True,1998
21695,1998-06-29,Netherlands,Serbia,2.0,1.0,FIFA World Cup,Toulouse,France,True,1998
21696,1998-06-30,Argentina,England,2.0,2.0,FIFA World Cup,Saint-Étienne,France,True,1998
21697,1998-06-30,Romania,Croatia,0.0,1.0,FIFA World Cup,Bordeaux,France,True,1998
21699,1998-07-03,Brazil,Denmark,3.0,2.0,FIFA World Cup,Nantes,France,True,1998
21700,1998-07-03,France,Italy,0.0,0.0,FIFA World Cup,Saint-Denis,France,False,1998
21701,1998-07-04,Germany,Croatia,0.0,3.0,FIFA World Cup,Lyon,France,True,1998
21702,1998-07-04,Netherlands,Argentina,2.0,1.0,FIFA World Cup,Marseille,France,True,1998
21706,1998-07-07,Brazil,Netherlands,1.0,1.0,FIFA World Cup,Marseille,France,True,1998
21707,1998-07-08,France,Croatia,2.0,1.0,FIFA World Cup,Saint-Denis,France,False,1998
21711,1998-07-11,Netherlands,Croatia,1.0,2.0,FIFA World Cup,Paris,France,True,1998
21712,1998-07-12,France,Brazil,3.0,0.0,FIFA World Cup,Saint-Denis,France,False,1998
25124,2002-05-31,France,Senegal,0.0,1.0,FIFA World Cup,Seoul,South Korea,True,2002
25125,2002-06-01,Germany,Saudi Arabia,8.0,0.0,FIFA World Cup,Sapporo,Japan,True,2002
25126,2002-06-01,Republic of Ireland,Cameroon,1.0,1.0,FIFA World Cup,Niigata,Japan,True,2002
25127,2002-06-01,Uruguay,Denmark,1.0,2.0,FIFA World Cup,Ulsan,South Korea,True,2002
25128,2002-06-02,Argentina,Nigeria,1.0,0.0,FIFA World Cup,Kashima,Japan,True,2002
25129,2002-06-02,England,Sweden,1.0,1.0,FIFA World Cup,Saitama,Japan,True,2002
25130,2002-06-02,Paraguay,South Africa,2.0,2.0,FIFA World Cup,Busan,South Korea,True,2002
25131,2002-06-02,Spain,Slovenia,3.0,1.0,FIFA World Cup,Gwangju,South Korea,True,2002
25132,2002-06-03,Brazil,Turkey,2.0,1.0,FIFA World Cup,Ulsan,South Korea,True,2002
25133,2002-06-03,Croatia,Mexico,0.0,1.0,FIFA World Cup,Niigata,Japan,True,2002
25134,2002-06-03,Italy,Ecuador,2.0,0.0,FIFA World Cup,Sapporo,Japan,True,2002
25135,2002-06-04,China PR,Costa Rica,0.0,2.0,FIFA World Cup,Gwangju,South Korea,True,2002
25136,2002-06-04,Japan,Belgium,2.0,2.0,FIFA World Cup,Saitama,Japan,False,2002
25137,2002-06-04,South Korea,Poland,2.0,0.0,FIFA World Cup,Busan,South Korea,False,2002
25138,2002-06-05,Germany,Republic of Ireland,1.0,1.0,FIFA World Cup,Kashima,Japan,True,2002
25139,2002-06-05,Russia,Tunisia,2.0,0.0,FIFA World Cup,Kobe,Japan,True,2002
25140,2002-06-05,United States,Portugal,3.0,2.0,FIFA World Cup,Suwon,South Korea,True,2002
25141,2002-06-06,Cameroon,Saudi Arabia,1.0,0.0,FIFA World Cup,Saitama,Japan,True,2002
25142,2002-06-06,Denmark,Senegal,1.0,1.0,FIFA World Cup,Daegu,South Korea,True,2002
25143,2002-06-06,France,Uruguay,0.0,0.0,FIFA World Cup,Busan,South Korea,True,2002
25146,2002-06-07,Argentina,England,0.0,1.0,FIFA World Cup,Sapporo,Japan,True,2002
25147,2002-06-07,Spain,Paraguay,3.0,1.0,FIFA World Cup,Jeonju,South Korea,True,2002
25148,2002-06-07,Sweden,Nigeria,2.0,1.0,FIFA World Cup,Kobe,Japan,True,2002
25149,2002-06-08,Brazil,China PR,4.0,0.0,FIFA World Cup,Seogwipo,South Korea,True,2002
25150,2002-06-08,Italy,Croatia,1.0,2.0,FIFA World Cup,Kashima,Japan,True,2002
25152,2002-06-08,South Africa,Slovenia,1.0,0.0,FIFA World Cup,Daegu,South Korea,True,2002
25153,2002-06-09,Costa Rica,Turkey,1.0,1.0,FIFA World Cup,Incheon,South Korea,True,2002
25154,2002-06-09,Japan,Russia,1.0,0.0,FIFA World Cup,Yokohama,Japan,False,2002
25156,2002-06-09,Mexico,Ecuador,2.0,1.0,FIFA World Cup,Rifu,Japan,True,2002
25157,2002-06-10,South Korea,United States,1.0,1.0,FIFA World Cup,Daegu,South Korea,False,2002
25158,2002-06-10,Portugal,Poland,4.0,0.0,FIFA World Cup,Jeonju,South Korea,True,2002
25159,2002-06-10,Tunisia,Belgium,1.0,1.0,FIFA World Cup,Ōita,Japan,True,2002
25160,2002-06-11,Cameroon,Germany,0.0,2.0,FIFA World Cup,Fukuroi,Japan,True,2002
25161,2002-06-11,Denmark,France,2.0,0.0,FIFA World Cup,Incheon,South Korea,True,2002
25162,2002-06-11,Saudi Arabia,Republic of Ireland,0.0,3.0,FIFA World Cup,Yokohama,Japan,True,2002
25163,2002-06-11,Senegal,Uruguay,3.0,3.0,FIFA World Cup,Suwon,South Korea,True,2002
25164,2002-06-12,Nigeria,England,0.0,0.0,FIFA World Cup,Osaka,Japan,True,2002
25165,2002-06-12,Slovenia,Paraguay,1.0,3.0,FIFA World Cup,Seogwipo,South Korea,True,2002
25166,2002-06-12,South Africa,Spain,2.0,3.0,FIFA World Cup,Daejeon,South Korea,True,2002
25167,2002-06-12,Sweden,Argentina,1.0,1.0,FIFA World Cup,Rifu,Japan,True,2002
25168,2002-06-13,Costa Rica,Brazil,2.0,5.0,FIFA World Cup,Suwon,South Korea,True,2002
25169,2002-06-13,Ecuador,Croatia,1.0,0.0,FIFA World Cup,Yokohama,Japan,True,2002
25170,2002-06-13,Mexico,Italy,1.0,1.0,FIFA World Cup,Ōita,Japan,True,2002
25171,2002-06-13,Turkey,China PR,3.0,0.0,FIFA World Cup,Seoul,South Korea,True,2002
25172,2002-06-14,Belgium,Russia,3.0,2.0,FIFA World Cup,Fukuroi,Japan,True,2002
25173,2002-06-14,Japan,Tunisia,2.0,0.0,FIFA World Cup,Osaka,Japan,False,2002
25174,2002-06-14,South Korea,Portugal,1.0,0.0,FIFA World Cup,Incheon,South Korea,False,2002
25175,2002-06-14,Poland,United States,3.0,1.0,FIFA World Cup,Daejeon,South Korea,True,2002
25176,2002-06-15,Denmark,England,0.0,3.0,FIFA World Cup,Niigata,Japan,True,2002
25177,2002-06-15,Germany,Paraguay,1.0,0.0,FIFA World Cup,Seogwipo,South Korea,True,2002
25178,2002-06-16,Spain,Republic of Ireland,1.0,1.0,FIFA World Cup,Suwon,South Korea,True,2002
25179,2002-06-16,Sweden,Senegal,1.0,2.0,FIFA World Cup,Ōita,Japan,True,2002
25180,2002-06-17,Brazil,Belgium,2.0,0.0,FIFA World Cup,Kobe,Japan,True,2002
25181,2002-06-17,Mexico,United States,0.0,2.0,FIFA World Cup,Jeonju,South Korea,True,2002
25182,2002-06-18,Japan,Turkey,0.0,1.0,FIFA World Cup,Rifu,Japan,False,2002
25183,2002-06-18,South Korea,Italy,2.0,1.0,FIFA World Cup,Daejeon,South Korea,False,2002
25184,2002-06-21,England,Brazil,1.0,2.0,FIFA World Cup,Fukuroi,Japan,True,2002
25185,2002-06-21,Germany,United States,1.0,0.0,FIFA World Cup,Ulsan,South Korea,True,2002
25187,2002-06-22,South Korea,Spain,0.0,0.0,FIFA World Cup,Gwangju,South Korea,False,2002
25188,2002-06-22,Senegal,Turkey,0.0,1.0,FIFA World Cup,Osaka,Japan,True,2002
25190,2002-06-25,South Korea,Germany,0.0,1.0,FIFA World Cup,Seoul,South Korea,False,2002
25192,2002-06-26,Brazil,Turkey,1.0,0.0,FIFA World Cup,Saitama,Japan,True,2002
25193,2002-06-29,South Korea,Turkey,2.0,3.0,FIFA World Cup,Daegu,South Korea,False,2002
25195,2002-06-30,Germany,Brazil,0.0,2.0,FIFA World Cup,Yokohama,Japan,True,2002
28686,2006-06-09,Germany,Costa Rica,4.0,2.0,FIFA World Cup,Munich,Germany,False,2006
28687,2006-06-09,Poland,Ecuador,0.0,2.0,FIFA World Cup,Gelsenkirchen,Germany,True,2006
28688,2006-06-10,Argentina,Ivory Coast,2.0,1.0,FIFA World Cup,Hamburg,Germany,True,2006
28689,2006-06-10,England,Paraguay,1.0,0.0,FIFA World Cup,Frankfurt am Main,Germany,True,2006
28690,2006-06-10,Trinidad and Tobago,Sweden,0.0,0.0,FIFA World Cup,Dortmund,Germany,True,2006
28691,2006-06-11,Angola,Portugal,0.0,1.0,FIFA World Cup,Cologne,Germany,True,2006
28692,2006-06-11,Mexico,Iran,3.0,1.0,FIFA World Cup,Nuremberg,Germany,True,2006
28693,2006-06-11,Serbia,Netherlands,0.0,1.0,FIFA World Cup,Leipzig,Germany,True,2006
28694,2006-06-12,Australia,Japan,3.0,1.0,FIFA World Cup,Kaiserslautern,Germany,True,2006
28695,2006-06-12,Italy,Ghana,2.0,0.0,FIFA World Cup,Hanover,Germany,True,2006
28696,2006-06-12,United States,Czech Republic,0.0,3.0,FIFA World Cup,Gelsenkirchen,Germany,True,2006
28697,2006-06-13,Brazil,Croatia,1.0,0.0,FIFA World Cup,Berlin,Germany,True,2006
28698,2006-06-13,France,Switzerland,0.0,0.0,FIFA World Cup,Stuttgart,Germany,True,2006
28699,2006-06-13,South Korea,Togo,2.0,1.0,FIFA World Cup,Frankfurt am Main,Germany,True,2006
28700,2006-06-14,Germany,Poland,1.0,0.0,FIFA World Cup,Dortmund,Germany,False,2006
28701,2006-06-14,Spain,Ukraine,4.0,0.0,FIFA World Cup,Leipzig,Germany,True,2006
28702,2006-06-14,Tunisia,Saudi Arabia,2.0,2.0,FIFA World Cup,Munich,Germany,True,2006
28703,2006-06-15,Ecuador,Costa Rica,3.0,0.0,FIFA World Cup,Hamburg,Germany,True,2006
28704,2006-06-15,England,Trinidad and Tobago,2.0,0.0,FIFA World Cup,Nuremberg,Germany,True,2006
28705,2006-06-15,Sweden,Paraguay,1.0,0.0,FIFA World Cup,Berlin,Germany,True,2006
28706,2006-06-16,Argentina,Serbia,6.0,0.0,FIFA World Cup,Gelsenkirchen,Germany,True,2006
28707,2006-06-16,Mexico,Angola,0.0,0.0,FIFA World Cup,Hanover,Germany,True,2006
28708,2006-06-16,Netherlands,Ivory Coast,2.0,1.0,FIFA World Cup,Stuttgart,Germany,True,2006
28709,2006-06-17,Czech Republic,Ghana,0.0,2.0,FIFA World Cup,Cologne,Germany,True,2006
28710,2006-06-17,Italy,United States,1.0,1.0,FIFA World Cup,Kaiserslautern,Germany,True,2006
28711,2006-06-17,Portugal,Iran,2.0,0.0,FIFA World Cup,Frankfurt am Main,Germany,True,2006
28712,2006-06-18,Brazil,Australia,2.0,0.0,FIFA World Cup,Munich,Germany,True,2006
28713,2006-06-18,France,South Korea,1.0,1.0,FIFA World Cup,Leipzig,Germany,True,2006
28714,2006-06-18,Japan,Croatia,0.0,0.0,FIFA World Cup,Nuremberg,Germany,True,2006
28715,2006-06-19,Saudi Arabia,Ukraine,0.0,4.0,FIFA World Cup,Hamburg,Germany,True,2006
28716,2006-06-19,Spain,Tunisia,3.0,1.0,FIFA World Cup,Stuttgart,Germany,True,2006
28717,2006-06-19,Togo,Switzerland,0.0,2.0,FIFA World Cup,Dortmund,Germany,True,2006
28718,2006-06-20,Costa Rica,Poland,1.0,2.0,FIFA World Cup,Hanover,Germany,True,2006
28719,2006-06-20,Germany,Ecuador,3.0,0.0,FIFA World Cup,Berlin,Germany,False,2006
28720,2006-06-20,Paraguay,Trinidad and Tobago,2.0,0.0,FIFA World Cup,Kaiserslautern,Germany,True,2006
28721,2006-06-20,Sweden,England,2.0,2.0,FIFA World Cup,Cologne,Germany,True,2006
28722,2006-06-21,Iran,Angola,1.0,1.0,FIFA World Cup,Leipzig,Germany,True,2006
28723,2006-06-21,Ivory Coast,Serbia,3.0,2.0,FIFA World Cup,Munich,Germany,True,2006
28724,2006-06-21,Netherlands,Argentina,0.0,0.0,FIFA World Cup,Frankfurt am Main,Germany,True,2006
28725,2006-06-21,Portugal,Mexico,2.0,1.0,FIFA World Cup,Gelsenkirchen,Germany,True,2006
28726,2006-06-22,Croatia,Australia,2.0,2.0,FIFA World Cup,Stuttgart,Germany,True,2006
28727,2006-06-22,Czech Republic,Italy,0.0,2.0,FIFA World Cup,Hamburg,Germany,True,2006
28728,2006-06-22,Ghana,United States,2.0,1.0,FIFA World Cup,Nuremberg,Germany,True,2006
28729,2006-06-22,Japan,Brazil,1.0,4.0,FIFA World Cup,Dortmund,Germany,True,2006
28730,2006-06-23,Saudi Arabia,Spain,0.0,1.0,FIFA World Cup,Kaiserslautern,Germany,True,2006
28731,2006-06-23,Switzerland,South Korea,2.0,0.0,FIFA World Cup,Hanover,Germany,True,2006
28732,2006-06-23,Togo,France,0.0,2.0,FIFA World Cup,Cologne,Germany,True,2006
28733,2006-06-23,Ukraine,Tunisia,1.0,0.0,FIFA World Cup,Berlin,Germany,True,2006
28734,2006-06-24,Argentina,Mexico,2.0,1.0,FIFA World Cup,Leipzig,Germany,True,2006
28735,2006-06-24,Germany,Sweden,2.0,0.0,FIFA World Cup,Munich,Germany,False,2006
28738,2006-06-25,England,Ecuador,1.0,0.0,FIFA World Cup,Stuttgart,Germany,True,2006
28740,2006-06-25,Portugal,Netherlands,1.0,0.0,FIFA World Cup,Nuremberg,Germany,True,2006
28742,2006-06-26,Italy,Australia,1.0,0.0,FIFA World Cup,Kaiserslautern,Germany,True,2006
28744,2006-06-26,Switzerland,Ukraine,0.0,0.0,FIFA World Cup,Cologne,Germany,True,2006
28745,2006-06-27,Brazil,Ghana,3.0,0.0,FIFA World Cup,Dortmund,Germany,True,2006
28746,2006-06-27,Spain,France,1.0,3.0,FIFA World Cup,Hanover,Germany,True,2006
28748,2006-06-30,Germany,Argentina,1.0,1.0,FIFA World Cup,Berlin,Germany,False,2006
28749,2006-06-30,Italy,Ukraine,3.0,0.0,FIFA World Cup,Hamburg,Germany,True,2006
28751,2006-07-01,Brazil,France,0.0,1.0,FIFA World Cup,Frankfurt am Main,Germany,True,2006
28752,2006-07-01,England,Portugal,0.0,0.0,FIFA World Cup,Gelsenkirchen,Germany,True,2006
28754,2006-07-04,Germany,Italy,0.0,2.0,FIFA World Cup,Dortmund,Germany,False,2006
28756,2006-07-05,Portugal,France,0.0,1.0,FIFA World Cup,Munich,Germany,True,2006
28758,2006-07-08,Germany,Portugal,3.0,1.0,FIFA World Cup,Stuttgart,Germany,False,2006
28760,2006-07-09,Italy,France,1.0,1.0,FIFA World Cup,Berlin,Germany,True,2006
32469,2010-06-11,South Africa,Mexico,1.0,1.0,FIFA World Cup,Johannesburg,South Africa,False,2010
32470,2010-06-11,Uruguay,France,0.0,0.0,FIFA World Cup,Cape Town,South Africa,True,2010
32471,2010-06-12,Argentina,Nigeria,1.0,0.0,FIFA World Cup,Johannesburg,South Africa,True,2010
32472,2010-06-12,England,United States,1.0,1.0,FIFA World Cup,Rustenburg,South Africa,True,2010
32473,2010-06-12,South Korea,Greece,2.0,0.0,FIFA World Cup,Port Elizabeth,South Africa,True,2010
32474,2010-06-13,Algeria,Slovenia,0.0,1.0,FIFA World Cup,Polokwane,South Africa,True,2010
32475,2010-06-13,Germany,Australia,4.0,0.0,FIFA World Cup,Durban,South Africa,True,2010
32476,2010-06-13,Serbia,Ghana,0.0,1.0,FIFA World Cup,Pretoria,South Africa,True,2010
32477,2010-06-14,Italy,Paraguay,1.0,1.0,FIFA World Cup,Cape Town,South Africa,True,2010
32478,2010-06-14,Japan,Cameroon,1.0,0.0,FIFA World Cup,Bloemfontein,South Africa,True,2010
32479,2010-06-14,Netherlands,Denmark,2.0,0.0,FIFA World Cup,Johannesburg,South Africa,True,2010
32480,2010-06-15,Brazil,North Korea,2.0,1.0,FIFA World Cup,Johannesburg,South Africa,True,2010
32481,2010-06-15,Ivory Coast,Portugal,0.0,0.0,FIFA World Cup,Port Elizabeth,South Africa,True,2010
32482,2010-06-15,New Zealand,Slovakia,1.0,1.0,FIFA World Cup,Rustenburg,South Africa,True,2010
32483,2010-06-16,Honduras,Chile,0.0,1.0,FIFA World Cup,Nelspruit,South Africa,True,2010
32484,2010-06-16,South Africa,Uruguay,0.0,3.0,FIFA World Cup,Pretoria,South Africa,False,2010
32485,2010-06-16,Spain,Switzerland,0.0,1.0,FIFA World Cup,Durban,South Africa,True,2010
32486,2010-06-17,Argentina,South Korea,4.0,1.0,FIFA World Cup,Johannesburg,South Africa,True,2010
32487,2010-06-17,France,Mexico,0.0,2.0,FIFA World Cup,Polokwane,South Africa,True,2010
32488,2010-06-17,Greece,Nigeria,2.0,1.0,FIFA World Cup,Bloemfontein,South Africa,True,2010
32489,2010-06-18,England,Algeria,0.0,0.0,FIFA World Cup,Cape Town,South Africa,True,2010
32490,2010-06-18,Germany,Serbia,0.0,1.0,FIFA World Cup,Port Elizabeth,South Africa,True,2010
32492,2010-06-18,Slovenia,United States,2.0,2.0,FIFA World Cup,Johannesburg,South Africa,True,2010
32493,2010-06-19,Cameroon,Denmark,1.0,2.0,FIFA World Cup,Pretoria,South Africa,True,2010
32495,2010-06-19,Ghana,Australia,1.0,1.0,FIFA World Cup,Rustenburg,South Africa,True,2010
32496,2010-06-19,Netherlands,Japan,1.0,0.0,FIFA World Cup,Durban,South Africa,True,2010
32499,2010-06-20,Brazil,Ivory Coast,3.0,1.0,FIFA World Cup,Johannesburg,South Africa,True,2010
32500,2010-06-20,Italy,New Zealand,1.0,1.0,FIFA World Cup,Nelspruit,South Africa,True,2010
32502,2010-06-20,Slovakia,Paraguay,0.0,2.0,FIFA World Cup,Bloemfontein,South Africa,True,2010
32504,2010-06-21,Chile,Switzerland,1.0,0.0,FIFA World Cup,Port Elizabeth,South Africa,True,2010
32505,2010-06-21,Portugal,North Korea,7.0,0.0,FIFA World Cup,Cape Town,South Africa,True,2010
32506,2010-06-21,Spain,Honduras,2.0,0.0,FIFA World Cup,Johannesburg,South Africa,True,2010
32507,2010-06-22,Greece,Argentina,0.0,2.0,FIFA World Cup,Polokwane,South Africa,True,2010
32508,2010-06-22,Mexico,Uruguay,0.0,1.0,FIFA World Cup,Rustenburg,South Africa,True,2010
32509,2010-06-22,Nigeria,South Korea,2.0,2.0,FIFA World Cup,Durban,South Africa,True,2010
32510,2010-06-22,South Africa,France,2.0,1.0,FIFA World Cup,Bloemfontein,South Africa,False,2010
32511,2010-06-23,Australia,Serbia,2.0,1.0,FIFA World Cup,Nelspruit,South Africa,True,2010
32512,2010-06-23,Ghana,Germany,0.0,1.0,FIFA World Cup,Johannesburg,South Africa,True,2010
32513,2010-06-23,Slovenia,England,0.0,1.0,FIFA World Cup,Port Elizabeth,South Africa,True,2010
32514,2010-06-23,United States,Algeria,1.0,0.0,FIFA World Cup,Pretoria,South Africa,True,2010
32515,2010-06-24,Cameroon,Netherlands,1.0,2.0,FIFA World Cup,Cape Town,South Africa,True,2010
32516,2010-06-24,Denmark,Japan,1.0,3.0,FIFA World Cup,Rustenburg,South Africa,True,2010
32517,2010-06-24,Paraguay,New Zealand,0.0,0.0,FIFA World Cup,Polokwane,South Africa,True,2010
32518,2010-06-24,Slovakia,Italy,3.0,2.0,FIFA World Cup,Johannesburg,South Africa,True,2010
32519,2010-06-25,Chile,Spain,1.0,2.0,FIFA World Cup,Pretoria,South Africa,True,2010
32520,2010-06-25,North Korea,Ivory Coast,0.0,3.0,FIFA World Cup,Nelspruit,South Africa,True,2010
32521,2010-06-25,Portugal,Brazil,0.0,0.0,FIFA World Cup,Durban,South Africa,True,2010
32522,2010-06-25,Switzerland,Honduras,0.0,0.0,FIFA World Cup,Bloemfontein,South Africa,True,2010
32524,2010-06-26,Uruguay,South Korea,2.0,1.0,FIFA World Cup,Port Elizabeth,South Africa,True,2010
32525,2010-06-26,United States,Ghana,1.0,2.0,FIFA World Cup,Rustenburg,South Africa,True,2010
32526,2010-06-27,Argentina,Mexico,3.0,1.0,FIFA World Cup,Johannesburg,South Africa,True,2010
32527,2010-06-27,Germany,England,4.0,1.0,FIFA World Cup,Bloemfontein,South Africa,True,2010
32528,2010-06-28,Brazil,Chile,3.0,0.0,FIFA World Cup,Johannesburg,South Africa,True,2010
32529,2010-06-28,Netherlands,Slovakia,2.0,1.0,FIFA World Cup,Durban,South Africa,True,2010
32530,2010-06-29,Paraguay,Japan,0.0,0.0,FIFA World Cup,Pretoria,South Africa,True,2010
32531,2010-06-29,Spain,Portugal,1.0,0.0,FIFA World Cup,Cape Town,South Africa,True,2010
32534,2010-07-02,Netherlands,Brazil,2.0,1.0,FIFA World Cup,Port Elizabeth,South Africa,True,2010
32535,2010-07-02,Uruguay,Ghana,1.0,1.0,FIFA World Cup,Johannesburg,South Africa,True,2010
32536,2010-07-03,Argentina,Germany,0.0,4.0,FIFA World Cup,Cape Town,South Africa,True,2010
32537,2010-07-03,Paraguay,Spain,0.0,1.0,FIFA World Cup,Johannesburg,South Africa,True,2010
32538,2010-07-06,Uruguay,Netherlands,2.0,3.0,FIFA World Cup,Cape Town,South Africa,True,2010
32539,2010-07-07,Germany,Spain,0.0,1.0,FIFA World Cup,Durban,South Africa,True,2010
32542,2010-07-10,Uruguay,Germany,2.0,3.0,FIFA World Cup,Port Elizabeth,South Africa,True,2010
32543,2010-07-11,Netherlands,Spain,0.0,1.0,FIFA World Cup,Johannesburg,South Africa,True,2010
36425,2014-06-12,Brazil,Croatia,3.0,1.0,FIFA World Cup,São Paulo,Brazil,False,2014
36426,2014-06-13,Chile,Australia,3.0,1.0,FIFA World Cup,Cuiabá,Brazil,True,2014
36427,2014-06-13,Mexico,Cameroon,1.0,0.0,FIFA World Cup,Natal,Brazil,True,2014
36428,2014-06-13,Spain,Netherlands,1.0,5.0,FIFA World Cup,Salvador,Brazil,True,2014
36429,2014-06-14,Colombia,Greece,3.0,0.0,FIFA World Cup,Belo Horizonte,Brazil,True,2014
36430,2014-06-14,England,Italy,1.0,2.0,FIFA World Cup,Manaus,Brazil,True,2014
36431,2014-06-14,Ivory Coast,Japan,2.0,1.0,FIFA World Cup,Recife,Brazil,True,2014
36432,2014-06-14,Uruguay,Costa Rica,1.0,3.0,FIFA World Cup,Fortaleza,Brazil,True,2014
36433,2014-06-15,Argentina,Bosnia and Herzegovina,2.0,1.0,FIFA World Cup,Rio de Janeiro,Brazil,True,2014
36434,2014-06-15,France,Honduras,3.0,0.0,FIFA World Cup,Porto Alegre,Brazil,True,2014
36435,2014-06-15,Switzerland,Ecuador,2.0,1.0,FIFA World Cup,Brasília,Brazil,True,2014
36436,2014-06-16,Germany,Portugal,4.0,0.0,FIFA World Cup,Salvador,Brazil,True,2014
36437,2014-06-16,Ghana,United States,1.0,2.0,FIFA World Cup,Natal,Brazil,True,2014
36438,2014-06-16,Iran,Nigeria,0.0,0.0,FIFA World Cup,Curitiba,Brazil,True,2014
36439,2014-06-17,Belgium,Algeria,2.0,1.0,FIFA World Cup,Belo Horizonte,Brazil,True,2014
36440,2014-06-17,Brazil,Mexico,0.0,0.0,FIFA World Cup,Fortaleza,Brazil,False,2014
36441,2014-06-17,Russia,South Korea,1.0,1.0,FIFA World Cup,Cuiabá,Brazil,True,2014
36442,2014-06-18,Australia,Netherlands,2.0,3.0,FIFA World Cup,Curitiba,Brazil,True,2014
36443,2014-06-18,Cameroon,Croatia,0.0,4.0,FIFA World Cup,Manaus,Brazil,True,2014
36445,2014-06-18,Spain,Chile,0.0,2.0,FIFA World Cup,Rio de Janeiro,Brazil,True,2014
36446,2014-06-19,Colombia,Ivory Coast,2.0,1.0,FIFA World Cup,Brasília,Brazil,True,2014
36447,2014-06-19,Japan,Greece,0.0,0.0,FIFA World Cup,Natal,Brazil,True,2014
36448,2014-06-19,Uruguay,England,2.0,1.0,FIFA World Cup,São Paulo,Brazil,True,2014
36449,2014-06-20,Honduras,Ecuador,1.0,2.0,FIFA World Cup,Curitiba,Brazil,True,2014
36450,2014-06-20,Italy,Costa Rica,0.0,1.0,FIFA World Cup,Recife,Brazil,True,2014
36451,2014-06-20,Switzerland,France,2.0,5.0,FIFA World Cup,Salvador,Brazil,True,2014
36452,2014-06-21,Argentina,Iran,1.0,0.0,FIFA World Cup,Belo Horizonte,Brazil,True,2014
36453,2014-06-21,Germany,Ghana,2.0,2.0,FIFA World Cup,Fortaleza,Brazil,True,2014
36455,2014-06-21,Nigeria,Bosnia and Herzegovina,1.0,0.0,FIFA World Cup,Cuiabá,Brazil,True,2014
36456,2014-06-22,Belgium,Russia,1.0,0.0,FIFA World Cup,Rio de Janeiro,Brazil,True,2014
36458,2014-06-22,South Korea,Algeria,2.0,4.0,FIFA World Cup,Porto Alegre,Brazil,True,2014
36459,2014-06-22,United States,Portugal,2.0,2.0,FIFA World Cup,Manaus,Brazil,True,2014
36460,2014-06-23,Australia,Spain,0.0,3.0,FIFA World Cup,Curitiba,Brazil,True,2014
36461,2014-06-23,Brazil,Cameroon,4.0,1.0,FIFA World Cup,Brasília,Brazil,False,2014
